class_id,task_id,paper_id,year,session,variant,task_ref,subject,item,task_level,page,task_text,test_path,test_url
9,2024-sesiunea-de-baza-test-ii-all,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. REPERE CRONOLOGICE 8 ianuarie 1918 – adresarea președintelui Woodrow Wilson către Congresul SUA în care formulează „Cele 14 puncte”; 18 ianuarie 1919–21 ianuarie 1920 – Conferința de Pace de la Paris; 28 iunie 1919 – semnarea Tratatului de la Versailles cu Germania; 10 septembrie 1919 – semnarea Tratatului de la Saint-Germainen-Laye cu Austria; 27 noiembrie 1919 – semnarea Tratatului de la Neuilly-sur-Seine cu Bulgaria; 4 iunie 1920 – semnarea Tratatului de la Trianon cu Ungaria; 10 august 1920 – semnarea Tratatului de la Sevres cu Turcia; 28 octombrie 1920 – semnarea Tratatului de la Paris. SURSA B. „Tratatele de pace menite să pună capăt războiului sunt pregătite de Conferința de pace, care reunește țările învingătoare la Paris începând cu data de 18 ianuarie 1919. Președintele Consiliului de Miniștri francez, Clemenceau, primul ministru britanic Lloy d George, președintele Statelor Unite, Wilson, domină dezbaterile. Pentru ei nu este vorba numai de a satisface interesele lor naționale, ci și de a instaura o ordine internațională mai justă: textul care servește ca bază pentru discuții este mesajul alcăt uit din 14 puncte al președintelui Wilson din ianuarie 1918, care apără dreptul popoarelor la autodeterminare și promovează ideea creării unei organizații a națiunilor care să aibă ca obiectiv garantarea păcii mondiale.” (Anne Carol, Jean Garrigues, Martin Ivernel, Dicționar de istorie a secolului XX) SURSA C. „I. Convenții de pace publice, discutate deschis [...]. X. Popoarelor din Austro - Ungaria, al căror loc între națiuni dorim să -l pregătim și să -l asigurăm, trebuie s ă li se dea cea mai liberă posibilitate de dezvoltare independentă. XI. România, Serbia și Muntenegru trebuie evacuate; teritoriile ocupate trebuie restituite [...]. XII. Părților turcești ale Imperiului Otoman trebuie să li se asigure suveranitatea deplină [...]. XIII. Trebuie să se înființeze un stat polonez independent [...]. XIV. Prin tratate speciale, trebuie să se înființeze o ligă generală a națiunilor.” (Extras din Mesajul președintelui american W. Wilson adresat Congresului SUA la 8 ianuarie 1918) SURSA D. Harta: Dezintegrarea Imperiului Austro-Ungar Nr. Item Punctaj Utilizează sursa A și cunoștințele obținute anterior. 1 Numește un fapt istoric, care a pus bazele unei noi ordini internaționale după Primul Război Mondial. 2 Identifică două documente care atestă recunoașterea internațională a Marii Uniri din 1918. 2 Utilizează sursele A, B și cunoștințele obținute anterior. 3 Explică termenul tratat. 2 4 Determină două obiective ale Conferinței de pace de la Paris (1919 -1920). Explică răspunsul. 1: 2: 2 3 4 Utilizează sursele A, B, C, D și cunoștințele obținute anterior. 5 Descrie câte o consecință a Conferinței de Pace de la Paris (1919-1920) pentru: Imperiul Austro-Ungar: România: 2 3 4 6 Numește o person alitate istorică, care a avut un rol important în lucrările Conferinței de pace de la Paris (1919-1920). Formulează două argumente. Personalitatea: 1: 2: 2 3 4 5 7 Exprimă-ți opinia: De ce era necesară crearea unei organizații internaționale după Primul Război Mondial? Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=4
9,2024-sesiunea-de-baza-test-ii-1,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.1,II,1,item,5,"1 Numește un fapt istoric, care a pus bazele unei noi ordini internaționale după Primul Război Mondial.",!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-2,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.2,II,2,item,5,2 Identifică două documente care atestă recunoașterea internațională a Marii Uniri din 1918.,!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-3,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.3,II,3,item,5,3 Explică termenul tratat. 2,!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-4,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.4,II,4,item,5,4 Determină două obiective ale Conferinței de pace de la Paris (1919 -1920). Explică răspunsul. 1: 2: 2 3,!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-5,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.5,II,5,item,5,5 Descrie câte o consecință a Conferinței de Pace de la Paris (1919-1920) pentru: Imperiul Austro-Ungar: România: 2 3 4,!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-6,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.6,II,6,item,5,"6 Numește o person alitate istorică, care a avut un rol important în lucrările Conferinței de pace de la Paris (1919-1920). Formulează două argumente. Personalitatea: 1: 2: 2 3 4 5",!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-ii-7,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,II.7,II,7,item,5,7 Exprimă-ți opinia: De ce era necesară crearea unei organizații internaționale după Primul Război Mondial? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=5
9,2024-sesiunea-de-baza-test-iii-essay,2024-sesiunea-de-baza-test,2024,Sesiunea de bază,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-C. SURSA A. „O mare importanță în colectivizarea reușită a agriculturii a avut -o trecerea de la politica de limitare la politica de lichidare a chiaburimii ca clasă și efectuarea, în legătură cu aceasta, a deportării peste hotarele republicii a unei părți considerabile a chiaburimii și a altor elemente ostile. Această măsură a creat cele mai favorabile condiții pentru accelerarea transformărilor socialiste la sate.” (Din Raportul prezentat de N. Koval la Plenara a III-a a CC al PC(b)M, decembrie 1949) SURSA B. „Conform cotelor stabilite, o gospodărie țărănească din județul Tighina (Bender) care avea 2 ha de teren agricol (arătură, livezi, grăd ină de zarzavat, luncă, pășune) era obligată să livreze statului 160 kg de cereale, 40 kg de carne, 120 de ouă, 100 de litri de lapte de la fi ecare vacă. Cerealele, floarea -soarelui, cartofii și fânul trebuiau livrate indiferent dacă țăranul cultiva sau nu aceste culturi. Brânza și lâna erau livrate dacă î n gospo dărie erau oi sau capre. Executarea obligațiilor stabi lite prin hotărârile menționate era consi derată datorie primordială a fiecărei gospodării țărănești și trebuia să fie efectuată necondiționat, în termenele fixate, din recolta treierată în primul rând.” (I. Șișcanu, Foametea din RSS Moldovenească în anii 1946–1947) SURSA C. „Colectivizarea a avut drept consecință instaurarea unor noi relații social -economice în localitățile rurale din RSS Moldovenească, instaurarea proprietății colective (de fapt , de stat) asupra pământului și mijloacelor de producție. De asemenea, prin colectivizare s -a instaurat controlul economic și politic asupra locuitorilor de la sate, lipsindu -i de pământ în calitate de sursă de existență și instituind dependența de colhoz, de locu l de muncă. Modul tradițional de viață practicat în Basarabia a fost înlocuit de un model sovietic al vieții cotidiene, implementat pe larg și în alte regiuni ale Uniunii Sovietice. […] Satul sovietic s -a transformat, a dobândit noi caracteristici impuse p rin metode de comandă și represive: rechiziții forțate, foametea organizată, deportări, intimidări și presiuni. Aceste procese au determinat schimbări esențiale în viața cotidiană a populației, fostul țăran proprietar sau arendaș de pământ a devenit muncitor agricol.” (Adrian Dolghi, Impactul colectivizării asupra vieții cotidiene din RSS Moldovenească (1944-1951), în: Conferința științifică internațională, 2019) Item Punctaj Utilizează sursele pentru a argumenta, într-un text coerent, afirmația: Colectivizarea a marcat esențial viața populației rurale din RSSM. Notă: În elaborarea textului, vei: - folosi sursele propuse; - respecta coerența textului cu structura: introducere, cuprins, concluzie; - formula cel puțin trei argumente; - utiliza în argumentare referințe cu privire la personalități sau repere cronologice; - formula un mesaj corect din punct de vedere științific. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2024/Sesiunea de bază/09_ist_test_ro_sb24.pdf,pdfs/2024-sesiunea-de-baza-test.pdf#page=6
9,2024-suplimentara-test-i-1,2024-suplimentara-test,2024,Suplimentară,,I.1,I,1,item,3,"1 Studiază coperta cărții. Numește un eveniment istoric, care justifică titlul cărții. Argumentează răspunsul. Inscripție: 1 decembrie 1918. Mărturii ale participanților 2 3",!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=3
9,2024-suplimentara-test-i-2,2024-suplimentara-test,2024,Suplimentară,,I.2,I,2,item,3,2 Studiază harta. Determină o consecință a Pactului Molotov -Ribbentrop pentru Polonia. Argumentează răspunsul. Harta: Pactul Molotov-Ribbentrop 2 3,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=3
9,2024-suplimentara-test-i-3,2024-suplimentara-test,2024,Suplimentară,,I.3,I,3,item,3,"3. Studiază imaginea. Formulează o caracteristică specifică științei și tehnicii contemporane. Argumentează răspunsul. Neil Armstrong: „Un pas mic pentru om, un salt uriaș pentru omenire” 2 3",!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=3
9,2024-suplimentara-test-i-4,2024-suplimentara-test,2024,Suplimentară,,I.4,I,4,item,3,4 Studiază moneda. Apreciază rolul personalității date în istoria românilor. Argumentează răspunsul. Inscripție: Ferdinand I intregitorul 2 3,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=3
9,2024-suplimentara-test-ii-all,2024-suplimentara-test,2024,Suplimentară,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. REPERE CRONOLOGICE 29 iulie – 15 octombrie 1946 – Conferința de Pace de la Paris; 5 iunie 1947 – lansarea Planului Marshall; 25 ianuarie 1949 – crearea Consiliului de Ajutor Economic Reciproc (CAER); 4 aprilie 1949 – crearea Organizației Tratatului Atlanticului de Nord (NATO); 14 mai 1955 – crearea Organizației Tratatului de la Varșovia (OTV); octombrie 1962 – Criza rachetelor din Cuba; 20–21 august 1968 – intervenția sovietică în Cehoslovacia. SURSA B. „Este logic ca Statele Unite ale Americii să facă tot ceea ce le stă în putere pentru a ajuta lumea să-și regăsească sănăt atea economică normală, fără de care aceasta nu poate dobândi nici stabilitate politică, nici pace asigurată. Acțiunea noastră nu este îndreptată împotriva nici un ei țări, nici unei doctrine, ci împotriva foametei, sărăciei, disperării și haosului. Scopul nostru trebuie să fie renașterea unei economii mondiale sănătoase pentru a permite stabilirea de condiții politice și sociale propice instituțiilor libere. […] Nu va fi nici oportun, nici eficace ca noi să elaborăm într-un mod unilateral un program destinat să repună Europa pe picioare în domeniul economic. Ac easta este sarcina europenilor. După părerea mea, Europa este cea care trebuie să ia inițiativa, iar rolul Statelor Unite va consta în a furniza aju tor amica l pentru redactarea programelor și, apoi, în a susține practic planurile elaborate, în măsura posibilităților.” (Planul Marshall, extras din discursul secretarului de stat american la Universitatea Harvard, iunie 1947) SURSA C. „O cortină de fi er s -a lăsat asupra Europei de la Stettin, la Marea Baltică, până la Triest, la Marea Adriatică. În spatele acestei cortine au rămas toate capitalele statelor din centrul și estul Europei: Varșovia, Berlin, Praga, Viena, Budapesta, Belgrad , București și Sofia. Toate aceste orașe celebre, precum și populația lor se află în sfera de infl uență sovietică.” (Winston Churchill, discurs rostit la Universitatea din Fulton) SURSA D. Harta: Cortina de fier Nr. Item Punctaj Utilizează sursa A și cunoștințele obținute anterior. 1 Numește un fapt istoric, care a pus bazele unei noi ordini internaționale după al Doilea Război Mondial. 2 Identifică două blocuri politico-militare create în perioada postbelică. 2 Utilizează sursele A, B, C, D și cunoștințele obținute anterior. 3 Explică termenul cortină de fier. 2 4 Identifică în sursa B scopul lansării Planului Marshall de către SUA. Explică răspunsul. 2 3 4 5 Descrie câte o consecință a instaurării cortinei de fier pentru: Franța: România: 2 3 4 6 Apreciază rolul lui Winston Churchill în istorie. Formulează două argumente. 2 3 4 5 7 Exprimă-ți opinia: De ce statele europene au avut un destin diferit după al Doilea Război Mondial? Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=4
9,2024-suplimentara-test-ii-1,2024-suplimentara-test,2024,Suplimentară,,II.1,II,1,item,5,"1 Numește un fapt istoric, care a pus bazele unei noi ordini internaționale după al Doilea Război Mondial.",!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-2,2024-suplimentara-test,2024,Suplimentară,,II.2,II,2,item,5,2 Identifică două blocuri politico-militare create în perioada postbelică.,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-3,2024-suplimentara-test,2024,Suplimentară,,II.3,II,3,item,5,3 Explică termenul cortină de fier. 2,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-4,2024-suplimentara-test,2024,Suplimentară,,II.4,II,4,item,5,4 Identifică în sursa B scopul lansării Planului Marshall de către SUA. Explică răspunsul. 2 3 4,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-5,2024-suplimentara-test,2024,Suplimentară,,II.5,II,5,item,5,5 Descrie câte o consecință a instaurării cortinei de fier pentru: Franța: România: 2 3 4,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-6,2024-suplimentara-test,2024,Suplimentară,,II.6,II,6,item,5,6 Apreciază rolul lui Winston Churchill în istorie. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-ii-7,2024-suplimentara-test,2024,Suplimentară,,II.7,II,7,item,5,7 Exprimă-ți opinia: De ce statele europene au avut un destin diferit după al Doilea Război Mondial? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=5
9,2024-suplimentara-test-iii-essay,2024-suplimentara-test,2024,Suplimentară,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. SURSA A. „Vom închina toate puterile noastre consolidării Unităţii Naţionale. Vom da României întregite Constituţia aşteptată. Vom face o politică de dreptate socială, asigurâ nd astfel democraţiei sănătoase liniştea necesară pentru a dezvolta roadele dobândite prin sufragiul universal. Vom desăvârși pentru ţărani aplicarea reformei agrare şi vom veghea la îmbunătăţirea stării lor materiale, culturale şi morale.” (Extras din Programul Partidului Naţional Liberal, ianuarie 1922) SURSA B. „Art. 1. - Regatul României este un Stat național unitar și indivizibil. Art. 7. Deosebirea de credințe religioase și confesiuni, de originea etnică și de l imbă, nu constituie în România o piedică spre a dobandi drepturile civile și politice și a le exercita. Art. 33. Toate puterile Statului emană de la națiune, care nu le poate exercita decât numai prin delegațiune și după principiile și regulile așezate în Constituțiunea de față.” (Extras din Constituția României, 1923) SURSA C. ”Reforma agrară din 1921 a determinat însemnate modificări în structura proprietăţii funciare rurale din România. Ca rezultat al traducerii ei în fapt, s-a expropriat, până în anul 1938, de la 18 262 mari proprietari, o suprafaţă de 5 804 838 ha arabile, fânețe, păşuni, păduri, vii şi terenuri necultivabile. Din această întindere, 3 860 353 ha au fost distribuite la împroprietărirea individuală a 1 393 353 ţărani, restul în tinderii expropriate fiind destinată pentru păşuni şi păduri comunale, vetre de sat, rezerve de interes de stat sau obştesc.” (Dumitru Şandru, Reforma agrară din 1921 și loturile demonstrative) SURSA D. „Art.5. Învățământul primar este unitar în tot cuprinsul țării. Art.6. Învățământul primar este obligatoriu și gratuit în condițiile prevăzute de această lege. […] Art.7. Învățământul primar în școlile statului se predă în limba română.” (Extras din Legea pentru învățământul primar al statului și învățământul normal-primar, 1924) Item Punctaj Utilizează sursele pentru a argumenta, într-un text coerent, afirmația: Reformele liberale din România interbelică au contribuit la dezvoltarea țării. Notă: În elaborarea textului, vei: - folosi sursele propuse; - respecta coerența textului cu structura: introducere, cuprins, concluzie; - formula cel puțin trei argumente; - utiliza în argumentare referințe cu privire la personalități sau repere cronologice; - formula un mesaj corect din punct de vedere științific. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2024/Suplimentară/09_ist_test_ro_ss24.pdf,pdfs/2024-suplimentara-test.pdf#page=6
9,2025-esantion-test-1-i-1,2025-esantion-test-1,2025,Esantion,Test 1,I.1,I,1,item,3,1 Studiază imaginea. Formulează o caracteristică a regimurilor democratice din perioada interbelică. Argumentează răspunsul. I Inscripție: Drept de vot femeilor 2 3,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=3
9,2025-esantion-test-1-i-2,2025-esantion-test-1,2025,Esantion,Test 1,I.2,I,2,item,3,2 Studiază posterul. Determină evenimentul istoric la care face trimitere autorul. Argumentează răspunsul. Inscripție: România la 27 martie 1918 2 3,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=3
9,2025-esantion-test-1-i-3,2025-esantion-test-1,2025,Esantion,Test 1,I.3,I,3,item,3,3 Studiază coperta cărții. Apreciază rolul personalității reprezentate în istorie. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=3
9,2025-esantion-test-1-i-4,2025-esantion-test-1,2025,Esantion,Test 1,I.4,I,4,item,3,"4 Studiază tabelul. Formulează o concluzie despre dezvoltarea industriei în România interbelică. Argumentează răspunsul. , Tabel: Producția de cărbune și oțel în România în anii 1921-1939 (t) Anul Cărbune Oțel 1921 1.804.676 - 1929 3.046.027 49.386 1933 1.508.456 144.766 1939 2.395.538 276.532 2 3",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=3
9,2025-esantion-test-1-ii-all,2025-esantion-test-1,2025,Esantion,Test 1,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. REPERE CRONOLOGICE (A) 28 aprilie 1919 – adoptarea Pactului Ligii Națiunilor la Conferința de Pace de la Paris; 10 ianuarie 1920 – prima ședință a Ligii Națiunilor; 1920–1921 – crearea Micii Înțelegeri; 16 aprilie 1922 – semnarea Tratatului de la Rapallo; 5–16 octombrie 1925 – Conferința de la Locarno (Pactul de garanție renan); 27 august 1928 – semnarea Pactului Briand– Kellogg; 9 februarie 1934 – constituirea Înțelegerii Balcanice; 18 septembrie 1934 – admiterea URSS în Liga Națiunilor; 3 octombrie 1935 – invadarea Etiopiei de Italia; 11–12 martie 1938 –Anschluss. SURSA B. „Înaltele părţi contractante, considerând că, pentru a dezvolta co operarea şi pentru a le garanta pacea şi siguranţa, este necesar să se accepte anumite obligaţii, de a nu recurge la război, să se întreţină la lumina zilei relaţiuni internaţionale bazate pe jus tiţie şi onoare, să se observe riguros prescripţiunile dreptul ui internaţional, recunoscut de aci ca regulă de condu cere efectivă a guvernelor, să se facă să domnească dreptatea şi să se respecte cu sfinţenie toate obligaţiile tratatelor în raporturile mutuale dintre popoarele organizate, adoptă prezentul pact, ca re instituie Societatea Naţiunilor [...]. Art. 10. Membrii Societăţii îşi iau îndato rirea să respecte şi să menţină în contra oricărei agresiuni externe integritatea teritorială şi independenţa politică exis tentă a tuturor membrilor Societăţii.” (Extras din Tratatul de la Versailles, 1919) SURSA C. Alianțele politico-militare ale României: Mica Înțelegere și Înțelegerea Balcanică Nr. Item Punctaj Utilizează sursa A. 1 Identifică două acorduri internaționale, menite să garanteze pacea şi siguranţa în lume. 2 Utilizează sursa B. 2 Numește organizația internațională descrisă în sursă. 3 Determină două obiective ale creării Ligii Națiunilor. Argumentează răspunsul. 1: 2: 2 3 4 4 Explică termenul securitate colectivă. 2 Utilizează sursele A, B, C și cunoștințele obținute anterior. 5 Descrie două alianțe regionale concepute de diplomația română pentru menținerea integrității teritoriale şi a independenţei politice a statelor membre. Alianța 1: Alianța 2: 2 3 4 6 Apreciază rolul unei personalități istorice, care și-a adus contribuția în promovarea păcii și securității colective. Formulează două argumente. Personalitatea: Argumentul 1: Argumentul 2: 2 3 4 5 7 Exprimă-ți opinia despre eficiența Ligii Națiunilor în menținerea păcii. Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=4
9,2025-esantion-test-1-ii-1,2025-esantion-test-1,2025,Esantion,Test 1,II.1,II,1,item,5,"1 Identifică două acorduri internaționale, menite să garanteze pacea şi siguranţa în lume.",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-2,2025-esantion-test-1,2025,Esantion,Test 1,II.2,II,2,item,5,"2 Utilizează sursele A, B, C și cunoștințele obținute anterior.",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-3,2025-esantion-test-1,2025,Esantion,Test 1,II.3,II,3,item,5,3 Determină două obiective ale creării Ligii Națiunilor. Argumentează răspunsul. 1: 2: 2 3 4,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-4,2025-esantion-test-1,2025,Esantion,Test 1,II.4,II,4,item,5,4 Explică termenul securitate colectivă.,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-5,2025-esantion-test-1,2025,Esantion,Test 1,II.5,II,5,item,5,5 Descrie două alianțe regionale concepute de diplomația română pentru menținerea integrității teritoriale şi a independenţei politice a statelor membre. Alianța 1: Alianța 2: 2 3 4,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-6,2025-esantion-test-1,2025,Esantion,Test 1,II.6,II,6,item,5,"6 Apreciază rolul unei personalități istorice, care și-a adus contribuția în promovarea păcii și securității colective. Formulează două argumente. Personalitatea: Argumentul 1: Argumentul 2: 2 3 4 5",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-ii-7,2025-esantion-test-1,2025,Esantion,Test 1,II.7,II,7,item,5,7 Exprimă-ți opinia despre eficiența Ligii Națiunilor în menținerea păcii. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=5
9,2025-esantion-test-1-iii-essay,2025-esantion-test-1,2025,Esantion,Test 1,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. REPERE CRONOLOGICE (A) noiembrie 1919 – desfășurarea primelor alegeri generale pe baza votului universal; 1920 – unificarea sistemului monetar; 1919-1921 – Reforma agrară; 1921 – întocmirea primului buget al României întregite; 1923 – adoptarea Constituției României Mari; 1924 – Legea despre învățământul primar al statului și învățământul normal primar; 14 iunie 1925 – Legea pentru unificarea administrativă a teritoriului României Mari. SURSA B. „România de la 1918 trebuia să adapteze la un cadru comun profilul istoric, demografic, economic, politico -administrativ și social al regiunilor ieșite de sub regimuri politice diferit e, cu tradiții și realități deosebite. […] Reformele electorală, agrară și administrativă, analizate în cele mai multe studii prin aspectul unificator al acestora, se înscriu cu certitudine în șirul demersurilor modernizatoare, aplicate în perioada imediat următoare Unirii. Caracterul democratic al acestora […] se prezenta drept o necesitate stringentă după Unire: asigurarea dreptului de vot, împroprietărirea, garantarea participării cetățenilor în viața publică.” (Svetlana Suveica, Basarabia în primul deceniu interbelic, 1918-1928) SURSA C. „Reformele promulgate de guvernele de la București după 1918 au fost extinse pe teritoriul României Mari, dar a trebuit să se țină cont și de realitățile locale. Reforma electorală decretată la 29 noiembrie 1918 în Vech iul Regat și în Basarabia, care a fost pusă în aplicare și în Bucovina și Transilvania în august 1919, era bazată pe întroducerea votului universal, egal, direct, secret și obligatoriu pentru fiecare bărbat care împlinise vârsta de 21 de ani. Diferențele se mențineau doar în ce privește procesul electoral și înregistrarea rezultatelor.” (Marea istorie ilustrată a României și Republicii Moldova) SURSA D. „Reforma agrară din 1921 a determinat însemnate modificări în structura proprietății funciare rurale din România. Ca rezultat al traducerii ei în fapt, s-a expropriat, până în anul 1938, de la 18.262 mari proprietăți, o suprafață de 5.804.838 ha arabile, finețe, pășuni, păduri, vii și terenuri necultivabile. Din această întindere, 3.860.353 ha au fost distri buite la împroprietărirea individuală a țăranilor, restul întinderii expropriate fiind destinată pentru pășuni și păduri comunale, vetre de sat, rezerve de interes de stat sau obștesc.” (Dumitru Șandru, Reforma agrară din 1921 și loturile demonstrative) Item Punctaj Utilizează sursele pentru a argumenta, într -un text coerent, afirma ția: Reformele aplicate in România interbelică au favorizat unificarea social-economică și politică a teritoriilor românești. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test1_ro_es25.pdf,pdfs/2025-esantion-test-1.pdf#page=6
9,2025-esantion-test-2-i-1,2025-esantion-test-2,2025,Esantion,Test 2,I.1,I,1,item,3,"1 Studiază coperta cărții. Numește evenimentul istoric la care face trimitere titlul cărții. Argumentează răspunsul. Inscripție: 1 Decembrie 1918 . Mărturii ale participanților, votanți ai Marii Uniri 2 3",!Teste examene 2016 - 2024/2025/Esantion/09_ist_test2_ro_es25.pdf,pdfs/2025-esantion-test-2.pdf#page=3
9,2025-esantion-test-2-i-2,2025-esantion-test-2,2025,Esantion,Test 2,I.2,I,2,item,3,2 Studiază harta. Determină scopul URSS în crearea Republicii Autonome Sovietice Socialiste Moldovenești (RASSM). Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2025/Esantion/09_ist_test2_ro_es25.pdf,pdfs/2025-esantion-test-2.pdf#page=3
